arii/tech-dancer	team	firebase	playwright	playwright.config.ts:17:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:11:  fullyParallel: true,	NO	NO	NO	NO			NO	YES	37	0	0	2026-08-16
ARKlab/Ark.Starters.SPA	team	auth0	cypress	ABSENT	ABSENT	YES	NO	NO	NO			NO	NO	34	2	1	2026-08-15
asherddesouza/CreditTree	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	10	10	0	2025-09-06
Ashpan/NotionMaps	team	auth0	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	22	5	0	2025-09-25
ast4rt3/it35-lab	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	2	0	1	2025-05-13
auredentan/sport-meetup	team	workos	playwright	playwright.config.ts:11:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:8:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	5	3	0	2026-02-25
auth0-samples/auth0-nextjs-samples	vendor	auth0	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	22	5	137	2026-08-11
AutomationGods/career-os	team	workos	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	2	0	0	2026-07-09
AvichalDwivedi2205/LoopLens	team	workos	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	1	1	0	2026-06-29
awjh/home-automation-frontend-v2	team	stytch	cypress	ABSENT	ABSENT	YES	YES	NO	NO			NO	NO	4	4	0	2026-06-13
AyushAgrawal-A2/quadratic	team	workos	playwright	test/e2e/playwright.config.ts:19:  /* Use 1 worker on CI since we parallelize via shards (36 shards), not workers */ test/e2e/playwright.config.ts:22:  workers: process.env.CI ? 1 : '50%',  ||SERIALDECL|| ./test/e2e/src/formatting.spec.ts:30:  test.describe.configure({ mode: 'serial' });	test/e2e/playwright.config.ts:14:  fullyParallel: true,	NO	NO	NO	YES	424242;		YES	YES	42	2	1	2026-04-20
az9713/worldmonitor-tutorial	team	clerk	playwright	playwright.config.ts:5:  workers: 1,  ||SERIALDECL|| ./e2e/rag-vector-store.spec.ts:6:  test.describe.configure({ mode: 'serial' });	ABSENT	NO	NO	NO	YES	grant_type;		YES	NO	236	3	0	2026-05-28
Barbienestar/frontend	team	firebase	cypress	ABSENT	ABSENT	NO	NO	NO	YES	connectAuthEmulator;		NO	NO	6	6	0	2026-06-13
basilshine/cofi_client	team	auth0	playwright	ABSENT	ABSENT	YES	NO	NO	NO			NO	NO	3	1	0	2026-08-11
ben-horner-dev/portfolio	team	auth0	playwright	apps/frontend/playwright.config.ts:16:  workers: process.env.CI ? 1 : undefined, 	apps/frontend/playwright.config.ts:13:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	2	0	0	2026-02-13
bforshoping4-ai/what-u-feel-wheel	team	clerk	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	1	0	1	2026-08-12
blacktails2/BraceBracket	team	firebase	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	0	0	13	2026-08-02
BryanAM/sajeon	team	kinde	playwright	playwright.config.ts:21:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:15:  fullyParallel: true,	NO	NO	NO	NO			NO	YES	6	0	2	2025-05-10
BuiltByDennis/SkillFinder-ideas	team	clerk	playwright	frontend/playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	frontend/playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	YES	424242;		YES	NO	1	1	1	2026-06-19
caioquirino/fullstack_template	team	stytch	playwright	ABSENT	ABSENT	YES	NO	NO	NO			NO	NO	1	0	2	2025-06-30
catmando1990-hue/reconai-frontend-v2	team	clerk	playwright	playwright.config.ts:8:  workers: process.env.CI ? 4 : undefined, 	ABSENT	YES	YES	YES	YES	424242;		YES	NO	7	3	0	2026-04-16
cdraarsh/fittrack-app	team	clerk+supabase	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined,  ||SERIALDECL|| ./e2e/weight.spec.ts:5:test.describe.configure({ mode: 'serial' });	playwright.config.ts:5:  fullyParallel: true,	YES	YES	YES	YES	clerkSetup;setupClerkTestingToken;		NO	NO	9	0	0	2026-04-22
cedar-admin/cedar	team	workos	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	2	1	0	2026-03-26
cgallati/everything-zen	team	auth0	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	2	0	0	2026-03-08
cgpeterson/BeyondTheVale	team	firebase	playwright	ABSENT	playwright.config.js:6:    fullyParallel: true,	NO	NO	NO	NO			NO	NO	11	0	0	2026-08-06
ChaiWithJai/queens-world-monitor	team	clerk	playwright	playwright.config.ts:5:  workers: 1,  ||SERIALDECL|| ./e2e/rag-vector-store.spec.ts:6:  test.describe.configure({ mode: 'serial' });	ABSENT	NO	NO	NO	YES	424242;grant_type;		YES	NO	954	23	0	2026-07-28
chili-publish/studio-ui	team	auth0	playwright	playwright.config.ts:47:    workers: process.env.CI ? 4 : undefined, 	ABSENT	NO	NO	NO	NO			YES	NO	83	2	12	2026-08-14
chirag127/omnijournal	team	firebase	playwright	apps/web/playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	apps/web/playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			YES	NO	4	1	2	2026-08-14
chirag127/oriz-me	team	clerk	playwright	playwright.config.ts:8:  workers: process.env.CI ? 2 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	2	0	1	2026-08-16
ChouquetteCorp/beerbet	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO		inbucket;	NO	NO	7	3	13	2025-03-21
chrisalexan06/SMBLCC-SOEN-341-Project-W26	team	clerk	playwright	nutrition-flow/playwright.config.ts:13:  workers: process.env.CI ? 1 : undefined, playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	nutrition-flow/playwright.config.ts:10:  fullyParallel: true,	NO	NO	NO	YES	+clerk_test;		NO	NO	1	1	0	2026-04-14
chrisamador/unity-house	team	workos	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	5	1	0	2025-09-28
chrizzy-x/Agent-OS	team	supabase	playwright	playwright.config.ts:6:  workers: Number(process.env.PLAYWRIGHT_WORKERS ?? '1'), 	ABSENT	NO	NO	NO	NO			YES	YES	225	12	0	2026-08-15
Cimpo1/SOEN341---DYEVRAQ	team	auth0	playwright	playwright.config.ts:23:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:17:  fullyParallel: true,	NO	NO	NO	NO			YES	YES	1	1	1	2025-04-18
clerk/clerk-playwright-nextjs	vendor	clerk	playwright	ABSENT ||SERIALDECL|| ./e2e/global.setup.ts:9:  mode: "serial",	ABSENT	YES	YES	YES	YES	+clerk_test;424242;setupClerkTestingToken;		YES	NO	2	1	24	2026-05-19
Clvrwrk/fleetvolt	team	workos	playwright	apps/web/playwright.config.ts:12:  workers: 1, 	apps/web/playwright.config.ts:9:  fullyParallel: false,	NO	NO	NO	NO			NO	NO	11	0	0	2026-07-17
Cnoyy/DOC-REVIEW	team	workos	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	YES	424242;		YES	NO	1	1	0	2026-06-16
Coachb1/webapp_deep	team	kinde	cypress	ABSENT	ABSENT	YES	YES	NO	NO			YES	NO	8	8	0	2026-05-21
codeabode101/robocode	team	workos	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, playwright.config.ts:12:    baseURL: 'https://robocode.rahejaom.workers.dev', 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	YES	424242;		YES	YES	10	9	0	2026-08-09
codelagoon/avarentdemo	team	workos	playwright	legacy/playwright.config.ts:12:  workers: process.env.CI ? 1 : undefined, 	legacy/playwright.config.ts:9:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	6	1	0	2026-06-24
connectionmz/connection-master	team	firebase	cypress	ABSENT	ABSENT	NO	NO	NO	YES			NO	NO	41	2	0	2026-07-27
Connorbelez/AnswerThePublic	team	workos	playwright	playwright.config.ts:11:  workers: 1, 	playwright.config.ts:10:  fullyParallel: false,	NO	NO	NO	NO		inbucket;	YES	YES	24	1	0	2026-08-01
coydevs/policyjar	team	supabase	playwright	ABSENT	playwright.config.ts:8:  fullyParallel: true,	NO	NO	NO	NO			YES	NO	178	9	3	2026-06-01
Crazytieguy/calibrate	team	clerk	playwright	playwright.config.ts:5:  workers: 1, 	ABSENT	NO	NO	NO	YES	+clerk_test;424242;		YES	NO	1	1	1	2025-10-08
Csyeoh/CariSkill	team	firebase	playwright	amls-root/apps/web/playwright.config.ts:23:  workers: process.env.CI ? 1 : undefined, 	amls-root/apps/web/playwright.config.ts:17:  fullyParallel: true,	NO	NO	NO	NO			NO	YES	0	0	0	2026-03-06
CzarX86/OgniStore	team	firebase	cypress	ABSENT	ABSENT	NO	NO	NO	YES			YES	NO	18	7	0	2025-11-07
DamienLove/pulselink	team	firebase	playwright	web/playwright.config.js:15:  workers: process.env.CI ? 1 : undefined, 	web/playwright.config.js:9:  fullyParallel: true,	NO	NO	NO	YES	424242;		YES	YES	18	1	1	2026-02-25
dandyson/waygenie	team	auth0	cypress	ABSENT	ABSENT	NO	NO	NO	YES	grant_type;		NO	NO	6	6	0	2026-07-07
Daryl-03/clean-url-shortener-ui	team	kinde	playwright	playwright.config.ts:23:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:17:  fullyParallel: true,	NO	NO	NO	NO			YES	YES	2	1	0	2026-03-14
DavidGarzon9580/secondbraind	team	supabase	playwright	ABSENT	playwright.config.ts:16:  fullyParallel: true,	NO	NO	NO	NO			YES	NO	12	4	0	2025-08-01
dawi369/assistant-mk1	team	workos	playwright	playwright.config.ts:23:  workers: 1, 	playwright.config.ts:20:  fullyParallel: false,	NO	NO	NO	NO			NO	NO	14	2	0	2026-08-16
Dec0dex/dcp-web	team	supertokens	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	2	0	0	2025-11-15
DefinitionGroup/1sp-ProjectManager	team	clerk	playwright	playwright.config.ts:10:  // workers would race each other's reads/writes and make failures playwright.config.ts:13:  // no `workers` set, Playwright still ran multiple spec *files* in 	playwright.config.ts:11:  // nondeterministic. `fullyParallel: false` alone does NOT guarantee that:	YES	YES	NO	YES	+clerk_test;clerkSetup;setupClerkTestingToken;	inbucket;	YES	YES	22	4	0	2026-08-13
descope-sample-apps/b2b-react-sample-app	vendor	descope	cypress	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	2	2	38	2026-08-12
descope-sample-apps/b2c-retail-sample-app	vendor	descope	cypress	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	4	2	43	2026-08-12
descope-sample-apps/descope-playwright-react-example	vendor	descope	playwright	ABSENT	ABSENT	YES	NO	NO	NO			YES	NO	1	0	40	2026-08-15
descope-sample-apps/linkedin-sample-app	vendor	descope	cypress	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	2	2	31	2026-08-14
descope-sample-apps/next-js-sample-app	vendor	descope	cypress	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	2	2	39	2026-08-14
descope-sample-apps/peek-a-box-b2c-sample-app	vendor	descope	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	8	2	7	2026-07-29
dev-pd/evercurrent	team	auth0	playwright	apps/web/playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	apps/web/playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			YES	NO	5	1	0	2026-06-26
DilanBernal/ticket_tracker	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	7	3	0	2026-02-26
districtr/districtr-v2	team	auth0	playwright	app/playwright.config.ts:36:  workers: process.env.CI ? 1 : undefined, 	app/playwright.config.ts:27:  fullyParallel: true,	YES	NO	NO	NO			YES	YES	30	0	6	2026-08-14
dolthead/vue-components	team	firebase	cypress	ABSENT	ABSENT	NO	NO	NO	YES	424242;		NO	NO	1	0	8	2026-04-21
DoNhatNam1/e-commerce-linux-team	team	kinde	playwright	ABSENT	ABSENT	YES	NO	NO	NO			NO	NO	1	1	0	2025-04-19
DoNhatNam1/nextjs-payload-mutitenant	team	kinde	playwright	playwright.config.ts:19:  workers: process.env.CI ? 1 : undefined, 	ABSENT	NO	NO	NO	NO			NO	YES	3	0	0	2025-12-23
dot-do/registrars	team	workos	playwright	playwright.config.ts:19:  workers: process.env.CI ? 1 : undefined, 	ABSENT	NO	NO	NO	NO			NO	YES	3	0	0	2025-10-06
douglasswmcst/teledoc	team	workos	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			YES	NO	23	9	0	2025-10-17
dr3amwavemedia/waveos-content-hub	team	supabase	playwright	ABSENT	playwright.config.ts:19:  fullyParallel: true,	YES	NO	NO	NO			NO	NO	6	4	0	2026-08-14
drifter089/orgOS	team	workos	playwright	playwright.config.ts:29:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:23:  fullyParallel: true,	YES	YES	NO	NO		mailtrap;	YES	YES	4	2	0	2026-01-11
drmoyassine/frontbase-dbsync	team	supertokens	playwright	playwright.config.ts:23:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:20:  fullyParallel: true,	NO	NO	NO	NO			YES	NO	4	1	0	2026-08-06
DSamuelHodge/acceda-agents	team	workos	playwright	01_FRONTEND/playwright.config.ts:15:  // Number of workers 01_FRONTEND/playwright.config.ts:16:  workers: process.env.CI ? 1 : undefined, 	ABSENT	NO	NO	NO	NO			NO	YES	0	0	0	2026-02-23
dtinth/auden	team	firebase	playwright	playwright.config.ts:23:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:17:  fullyParallel: true,	NO	NO	NO	YES			NO	YES	5	0	33	2026-03-11
EasyEyes/threshold	team	firebase	playwright	tests/mitmproxy/playwright.config.ts:5:  workers: 1, // run serially — each test owns mitmproxy on port 8080 	ABSENT	YES	NO	NO	NO			YES	YES	199	2	6	2026-08-15
eduardoarantes/athlete-ai-analysis-e2e	team	descope	playwright	config/playwright.config.ts:32:  workers: process.env.CI ? 2 : undefined, 	config/playwright.config.ts:29:  fullyParallel: true,	NO	NO	NO	NO		mailpit;	YES	NO	4	3	0	2026-05-23
EfeDurmaz16/aspendos-deploy	team	workos	playwright	apps/web/playwright.config.ts:17:    workers: process.env.CI ? 1 : undefined, 	apps/web/playwright.config.ts:14:    fullyParallel: true,	NO	NO	NO	NO			YES	NO	35	1	0	2026-05-06
ekrolewicz6/portland-civic-lab	team	workos	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	1	1	0	2026-08-14
Eliahhango/ai-assistant	team	workos	playwright	playwright.config.ts:16:  workers: 3, // Allow 3 concurrent workers (one per tier spec) 	playwright.config.ts:13:  fullyParallel: true, // Run spec files in parallel (each tier uses different user)	YES	YES	YES	NO			YES	YES	25	4	1	2026-07-28
embreymorton/CS-Grad-Tracker	team	auth0	cypress	ABSENT	ABSENT	YES	YES	NO	NO		ethereal;	NO	NO	36	4	0	2025-03-28
emiliorivera747/supabase-authentication-nextjs-starter	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	9	7	1	2025-12-16
EndeavorEverlasting/AxTask	team	workos	playwright	playwright.config.ts:23:  /* One shared webServer + client navigations: multiple workers can starve the server and yield playwright.config.ts:25:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:26:  fullyParallel: true,	NO	NO	NO	NO			YES	YES	22	1	0	2026-08-14
engmsaleh/deploy-claw	team	workos	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	7	0	0	2026-04-07
eross0220/NextAuth-BoilerPlate	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	4	4	0	2025-06-18
ethanmurray/ai-evangelizer	team	supabase	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO		inbucket;	YES	NO	1	1	0	2026-03-13
f739/cook-and-keep	team	auth0	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	4	1	0	2025-05-25
FairLendInc/flpilot	team	workos	playwright	playwright.config.ts:29: workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:23: fullyParallel: true,	YES	YES	NO	NO			NO	YES	31	1	0	2026-04-28
Flowminder/flowkit-ui	team	auth0	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	0	0	2	2026-07-27
franktinana/vibelab-kids	team	supabase	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			YES	NO	1	1	0	2026-01-03
frontend-from-0/group181223-files	team	auth0	playwright	Lesson48/recipe-app-nextjs/playwright.config.ts:23:  workers: process.env.CI ? 1 : undefined, Lesson47/recipe-app-nextjs/playwright.config.ts:23:  workers: process.env.CI ? 1 : undefined, 	Lesson48/recipe-app-nextjs/playwright.config.ts:17:  fullyParallel: true,	NO	NO	NO	NO			NO	YES	4	0	4	2025-08-11
fspiritosi/terra_energy	team	supabase	cypress	ABSENT	ABSENT	YES	YES	NO	NO			NO	NO	2	2	0	2026-01-27
G-Jeffreys/friendly-computing-machine	team	clerk	playwright	ABSENT	playwright.config.ts:9:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	0	0	0	2025-07-31
genesiscz/GenesisTools	team	workos	playwright	src/dev-dashboard/tests/playwright.config.ts:13:    workers: 1, 	src/dev-dashboard/tests/playwright.config.ts:12:    fullyParallel: false,	YES	YES	NO	YES	424242;	inbucket;	YES	NO	31	2	7	2026-08-16
GetClaimClam/Take-Home	team	auth0	playwright	playwright.config.ts:30:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:24:  fullyParallel: true,	NO	NO	NO	NO			NO	YES	0	0	0	2025-05-13
gg-mo/agent-tea	team	supabase	playwright	ABSENT	playwright.config.ts:6:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	2	0	2	2026-04-21
giacomoguidotto/blueprint	team	workos	playwright	playwright.config.ts:11:  workers: process.env.CI ? 1 : undefined,  ||SERIALDECL|| ./e2e/tasks.spec.ts:20:  test.describe.configure({ mode: "serial" });	playwright.config.ts:8:  fullyParallel: true,	YES	YES	YES	NO			YES	NO	4	2	5	2026-08-15
Gimanh/taskview-community	team	firebase	playwright+cypress	web/playwright.config.ts:10:  workers: process.env.CI ? 1 : undefined, 	web/playwright.config.ts:7:  fullyParallel: true,	YES	YES	NO	NO			NO	NO	5	1	459	2026-08-04
gumacahin/mis-capstone	team	auth0	playwright	ui/playwright.config.ts:19:  workers: process.env.CI ? 1 : undefined, ui/playwright.real-backend.config.ts:29:  workers: 1, 	ui/playwright.config.ts:13:  fullyParallel: true,	YES	YES	YES	NO			YES	YES	25	0	0	2026-07-06
gurezo/portal	team	firebase	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	0	0	0	2026-08-01
hackerai-tech/hackerai	team	workos	playwright	playwright.config.ts:24:  workers: 3, // Allow 3 concurrent workers (one per tier spec) 	playwright.config.ts:21:  fullyParallel: true, // Run spec files in parallel (each tier uses different user)	YES	YES	YES	NO			YES	YES	65	1	646	2026-08-16
hakuramasam/base-ai-deployment	team	supabase	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	1	0	0	2026-04-08
harvouscom/harvous	team	clerk	playwright	ABSENT ||SERIALDECL|| ./e2e/shared-spaces-ui.spec.ts:45:test.describe.configure({ mode: 'serial' });	ABSENT	YES	NO	NO	YES	clerkSetup;grant_type;setupClerkTestingToken;testing token;testing_token;TestingToken;	inbucket;	YES	NO	262	2	16	2026-08-15
Hexinator12/Voice-Rag-Chat	team	firebase	playwright	frontend/playwright.config.ts:7:    workers: 1, 	frontend/playwright.config.ts:5:    fullyParallel: false,	NO	NO	NO	NO			NO	NO	1	0	0	2026-05-05
Hive-Academy/ptah-extension	team	workos	playwright	libs/frontend/webview-e2e-harness/playwright.config.ts:26:  workers: isCI ? 2 : undefined, apps/ptah-electron-e2e/playwright.config.ts:20:  workers: 1, 	libs/frontend/webview-e2e-harness/playwright.config.ts:23:  fullyParallel: true,	YES	NO	NO	NO			YES	YES	14	0	29	2026-08-12
humoyun-dev/filter-ai	team	clerk	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	8	0	0	2025-12-23
IDpeace9527/nextjsbase-i18n	team	supabase	playwright	ABSENT	playwright.config.ts:17:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	1	0	27	2025-07-03
IGVF-DACC/igvf-ui	team	auth0	cypress	ABSENT	ABSENT	YES	YES	NO	NO			YES	NO	79	4	2	2026-08-15
iiiamken/dokubot	team	kinde	playwright	playwright.config.ts:11:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:8:  fullyParallel: true,	NO	NO	NO	NO			YES	NO	18	3	0	2025-08-25
imnotannamaria/anna.maria.dev	team	workos	playwright	ABSENT ||SERIALDECL|| ./tests/e2e/admin-crud.spec.ts:5:test.describe.configure({ mode: "serial" })	playwright.config.ts:26:  fullyParallel: true,	YES	YES	NO	NO			NO	NO	6	4	1	2026-08-15
Inanoky/worksRecorded	team	kinde	playwright	worksRecorded/playwright.config.ts:11:   workers: 1, 	worksRecorded/playwright.config.ts:10:  fullyParallel: false,	YES	NO	NO	NO			YES	YES	16	0	1	2026-08-14
intelogroup/ugent	team	workos	playwright	playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			YES	NO	39	5	0	2026-03-31
interval/server	team	workos	playwright	playwright.config.ts:31:  workers: getWorkers(), playwright.config.ts:51: * This can be overridden using the `--workers` command line argument if 	ABSENT	YES	YES	NO	NO			YES	YES	13	1	164	2026-05-28
jamerson-mt/rotaverde-web	team	firebase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	4	0	1	2026-06-25
JarutKulthawaiphorn/ai-revenue-ops	team	supabase	playwright	playwright.config.ts:34:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:31:  fullyParallel: true,	YES	YES	YES	NO			YES	YES	5	0	1	2026-06-30
JasperBerton/where2pee	team	auth0	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	4	0	0	2025-03-22
jax-a11y/skintwin-customer-portal	team	workos	playwright	ABSENT	playwright.config.ts:11:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	4	3	0	2026-07-16
jay-sahnan/signal	team	clerk	playwright	playwright.config.ts:11:  workers: 1, // sequential -- tests share DB state 	ABSENT	YES	NO	NO	YES	+clerk_test;424242;clerkSetup;setupClerkTestingToken;	inbucket;	YES	YES	137	2	308	2026-08-16
JeffBaumgardt/ledgerline	team	clerk+supabase	playwright	playwright.config.ts:11: workers: 1, 	playwright.config.ts:8: fullyParallel: false,	YES	YES	YES	YES	clerkSetup;		NO	NO	4	1	0	2026-08-05
JeremyLoh/xtal	team	supertokens	playwright	frontend/playwright.config.ts:31:  /* Run parallel tests with 3 workers for CI */ frontend/playwright.config.ts:32:  workers: process.env.CI ? 3 : undefined, 	frontend/playwright.config.ts:26:  fullyParallel: true,	NO	NO	NO	NO			YES	YES	85	10	1	2026-03-09
